YARDSTOGO,SCOREDIFF,TIMELEFT,TRUEFIELD,CONCEPT_8,CONCEPT_9,YARDSGAINED_Mean,AVG_OVER_TOGO,prob_FIRST,TARGET_1ST,STRAT_1ST,RUN_PASS_RUN,PLAYID_PASS4,PLAYID_PASS5,PLAYID_PASS6,PLAYID_PASS7,PLAYID_PASS8,PLAYID_PASS9,PLAYID_RUN1,PLAYID_RUN2,PLAYID_RUN3,PLAYID_RUN5,TEE_SHORT,TEE_MED,TEE_LONG,TEE_XLONG,DOWNNAME_1st,DOWNNAME_3rd
2,7,600,45,5,4,4.756098000000001,2.3780490000000003,0.683292773,1,SHORT1st1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7,0,60,45,8,9,12.42,1.7742857140000001,0.450185327,0,LONG1st0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,480,5,7,0,10.717391000000001,10.717391000000001,0.631749879,1,SHORT3rd1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
11,-7,1200,25,7,2,10.717391000000001,0.974308273,0.192946354,0,XLONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,7,975,15,2,9,5.4195400000000005,2.7097700000000002,0.417913583,0,SHORT3rd0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9,-7,90,15,5,3,4.756098000000001,0.5284553329999999,0.286793862,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7,7,600,25,6,3,11.02,1.5742857140000002,0.385062179,0,LONG1st0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0,480,15,5,2,4.756098000000001,2.3780490000000003,0.627991787,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7,-7,975,15,1,5,7.482759,1.068965571,0.538265562,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,7,30,45,4,2,8.164835,2.04120875,0.358512902,0,MED3rd0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,0,1140,25,7,1,10.717391000000001,1.7862318330000002,0.163392122,0,MED1st0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,7,600,15,2,9,5.4195400000000005,5.4195400000000005,0.243526685,0,SHORT1st0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,7,900,15,5,5,8.276163,2.06904075,0.529640982,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10,-7,1200,35,7,2,10.717391000000001,1.0717391,0.405516562,0,LONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
6,-7,300,45,4,2,8.164835,1.3608058330000001,0.511490061,1,MED1st1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,7,120,5,5,2,4.756098000000001,1.585366,0.449065745,0,SHORT3rd0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
10,-7,975,45,8,9,12.42,1.242,0.338096702,0,LONG1st0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10,7,1140,45,1,7,5.62,0.562,0.34516196600000004,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,7,90,15,7,9,10.717391000000001,1.531055857,0.429637767,0,LONG1st0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2,0,1050,45,4,4,8.164835,4.0824175,0.6633431989999999,1,SHORT3rd1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,7,480,15,5,2,4.756098000000001,0.792683,0.411291678,0,MED3rd0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7,7,180,45,2,1,5.971223,0.8530318570000001,0.448374923,0,LONG1st0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,1050,45,6,7,13.196295999999998,13.196295999999998,0.795479798,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
9,7,600,45,1,7,5.62,0.624444444,0.45031721700000005,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7,-7,1200,15,3,0,5.62,0.802857143,0.545550906,1,LONG3rd1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,7,600,35,3,8,5.483871,0.6093189999999999,0.738472027,1,LONG1st1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3,0,120,15,3,9,5.028571,1.676190333,0.6664266870000001,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8,7,900,35,8,5,13.416667000000002,1.677083375,0.5085518960000001,1,LONG3rd1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,7,1140,35,5,3,4.756098000000001,4.756098000000001,0.705868402,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4,-7,975,25,5,1,4.756098000000001,1.1890245000000002,0.605038137,1,MED3rd1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
8,7,60,15,3,1,5.62,0.7025,0.37071217,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
10,-7,300,45,5,9,8.276163,0.8276163000000001,0.461306957,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0,30,15,9,2,16.634615,8.3173075,0.627991787,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,-7,300,25,4,9,8.164835,1.020604375,0.40767738200000003,0,LONG1st0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,0,480,15,9,1,14.8,4.933333333,0.768956833,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,7,1050,5,8,7,11.895105000000001,11.895105000000001,0.6661850260000001,1,SHORT3rd1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4,0,840,15,9,1,14.8,3.7,0.708731986,1,MED1st1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4,7,1140,5,2,9,5.4195400000000005,1.3548850000000001,0.544437481,1,MED1st1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6,0,840,35,2,9,5.4195400000000005,0.9032566670000001,0.49813177,0,MED3rd0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11,0,1050,45,6,8,13.196295999999998,1.1996632729999999,0.219255533,0,XLONG1st0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2,0,120,5,5,1,4.756098000000001,2.3780490000000003,0.670846535,1,SHORT1st1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3,-7,300,35,5,3,5.243243,1.7477476669999998,0.6496247239999999,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,7,300,35,8,5,13.416667000000002,3.35416675,0.7009337040000001,1,MED3rd1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4,7,900,35,9,0,14.309091,3.57727275,0.69608101,1,MED3rd1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,-7,720,25,8,5,13.416667000000002,3.35416675,0.5032308329999999,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8,0,60,25,6,3,11.02,1.3775,0.6217392070000001,1,LONG1st1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5,0,30,5,5,7,8.276163,1.6552326000000002,0.535199059,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9,7,600,15,4,9,8.164835,0.907203889,0.331137581,0,LONG3rd0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,7,600,35,5,3,4.756098000000001,0.59451225,0.336332498,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,7,180,35,5,2,8.276163,8.276163,0.692481382,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,7,60,15,6,1,14.717948999999999,14.717948999999999,0.643173821,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0,480,5,6,1,14.717948999999999,4.905983,0.583637127,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,975,15,1,3,5.7619050000000005,5.7619050000000005,0.34739889399999996,0,SHORT3rd0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,7,900,15,8,3,11.895105000000001,1.9825175,0.639715876,1,MED3rd1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7,0,180,25,4,9,8.164835,1.166405,0.510779812,1,LONG1st1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,0,120,35,3,1,5.62,1.405,0.5572438470000001,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,7,720,5,9,1,14.8,4.933333333,0.692797146,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,-7,300,45,9,0,14.309091,1.4309091,0.529498149,1,LONG1st1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
7,7,600,45,2,2,3.777778,0.539682571,0.520401739,1,LONG3rd1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5,0,120,5,9,1,14.8,2.96,0.598119001,1,MED3rd1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,-7,300,35,4,2,8.164835,4.0824175,0.61803347,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,0,30,35,3,4,6.005976,0.545997818,0.215404137,0,XLONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,-7,840,5,4,9,8.164835,8.164835,0.6966157140000001,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,7,60,25,5,9,8.276163,0.919573667,0.423455498,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-7,720,35,6,9,13.70354,13.70354,0.314383927,0,SHORT1st0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,7,60,35,2,9,5.4195400000000005,0.77422,0.397412541,0,LONG3rd0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6,-7,90,35,4,2,8.164835,1.3608058330000001,0.514050899,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,-7,1200,15,6,5,13.196295999999998,13.196295999999998,0.81259278,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-7,1200,25,3,2,6.464789,6.464789,0.78607622,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,840,15,2,9,5.4195400000000005,5.4195400000000005,0.681561147,1,SHORT1st1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3,0,840,5,6,4,13.16,4.386666667,0.759046456,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8,-7,90,25,5,3,4.756098000000001,0.59451225,0.32965811899999997,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,7,900,5,6,2,13.16,13.16,0.786645206,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8,7,1140,35,1,2,3.166667,0.395833375,0.441911848,0,LONG3rd0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,-7,90,15,4,9,8.164835,8.164835,0.67467006,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,7,600,15,9,1,14.8,1.345454545,0.32392338,0,XLONG1st0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
8,-7,30,25,3,8,5.483871,0.685483875,0.22976500600000002,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,-7,60,35,3,1,5.62,5.62,0.356552088,0,SHORT1st0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5,7,60,5,6,1,14.717948999999999,2.9435898,0.589223973,1,MED1st1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,7,180,35,5,2,4.756098000000001,2.3780490000000003,0.639847259,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7,0,120,15,2,9,5.4195400000000005,0.77422,0.515055513,1,LONG3rd1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5,-7,720,35,1,3,5.7619050000000005,1.1523809999999999,0.554523282,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2,-7,30,5,9,1,14.8,7.4,0.40912100799999995,0,SHORT3rd0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,7,60,45,5,8,8.276163,2.06904075,0.663952987,1,MED3rd1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,7,900,15,6,0,13.08867,4.36289,0.554289011,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,7,180,15,9,1,14.8,4.933333333,0.536537949,1,SHORT1st1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4,-7,600,5,1,0,5.62,1.405,0.244491442,0,MED3rd0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3,-7,90,15,3,9,5.028571,1.676190333,0.626156546,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
8,-7,720,35,6,7,13.196295999999998,1.6495369999999998,0.425351745,0,LONG3rd0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9,7,90,35,2,9,5.4195400000000005,0.602171111,0.538552681,1,LONG1st1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2,0,1200,15,7,8,10.74,5.37,0.43384510299999995,0,SHORT3rd0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4,-7,720,15,1,0,5.62,1.405,0.610214417,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11,0,30,15,1,0,5.62,0.510909091,0.590695388,1,XLONG1st1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,-7,180,45,2,9,5.4195400000000005,5.4195400000000005,0.378044265,0,SHORT3rd0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,0,900,15,3,3,6.005976,3.002988,0.525477478,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,-7,1200,45,7,9,10.717391000000001,1.531055857,0.369280544,0,LONG1st0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4,-7,1200,45,5,8,8.276163,2.06904075,0.647387809,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10,0,120,45,7,7,10.74,1.074,0.453498649,0,LONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3,-7,720,25,7,7,10.74,3.58,0.6534472410000001,1,SHORT1st1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
11,-7,975,15,5,7,8.276163,0.752378455,0.351221636,0,XLONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,-7,300,25,1,1,5.277778,0.65972225,0.34741579899999997,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,-7,720,45,1,7,5.62,0.624444444,0.499948881,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
8,0,480,45,9,9,15.638176999999999,1.954772125,0.514566517,1,LONG1st1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6,-7,60,25,3,8,5.483871,0.9139785,0.535405566,1,MED3rd1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
10,-7,1140,45,5,5,4.756098000000001,0.47560979999999997,0.546482623,1,LONG1st1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6,7,180,25,8,5,13.416667000000002,2.236111167,0.54269029,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4,7,1140,35,8,1,12.42,3.105,0.621008408,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2,7,1140,5,5,5,8.276163,4.1380815,0.670039053,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,-7,975,15,5,7,8.276163,0.752378455,0.23094757800000001,0,XLONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,0,1050,45,6,7,13.196295999999998,4.398765333,0.565693498,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9,0,840,25,1,1,5.277778,0.586419778,0.37858425700000004,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6,-7,300,35,9,9,15.638176999999999,2.606362833,0.7874323790000001,1,MED3rd1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5,0,975,15,4,9,8.164835,1.632967,0.214932497,0,MED1st0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11,-7,180,25,8,1,12.42,1.129090909,0.5383858029999999,1,XLONG3rd1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
7,7,1050,15,8,3,11.895105000000001,1.699300714,0.52133822,1,LONG1st1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
6,0,1050,45,6,3,11.02,1.8366666669999998,0.34786364299999994,0,MED1st0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
9,-7,300,15,1,5,7.482759,0.8314176670000001,0.39441060299999997,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,-7,1200,15,2,9,5.4195400000000005,0.602171111,0.30235982100000003,0,LONG1st0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,0,480,15,3,3,6.005976,1.501494,0.642549251,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,-7,1140,35,3,8,5.483871,0.783410143,0.41537773899999997,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,-7,720,45,3,8,5.483871,5.483871,0.7895898170000001,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10,-7,90,25,1,9,6.430769000000001,0.6430769000000001,0.41424616700000005,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
9,7,180,45,5,4,4.756098000000001,0.5284553329999999,0.344784835,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,1050,15,2,3,5.971223,5.971223,0.7794652320000001,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4,0,480,5,4,9,8.164835,2.04120875,0.614801423,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,-7,975,35,5,3,5.243243,0.7490347140000001,0.46916729799999995,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,7,180,15,2,3,5.971223,2.9856115,0.794176083,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
11,7,600,25,4,7,8.164835,0.742257727,0.577320281,1,XLONG1st1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4,0,180,35,5,2,4.756098000000001,1.1890245000000002,0.8106831390000001,1,MED1st1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7,-7,300,25,7,1,10.717391000000001,1.531055857,0.372380815,0,LONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,7,1140,35,6,9,13.70354,6.85177,0.680448697,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,0,840,15,3,9,5.028571,0.718367286,0.387051287,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4,-7,1200,45,5,8,8.276163,2.06904075,0.640570354,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,-7,90,15,9,7,15.724138,1.96551725,0.8073292120000001,1,LONG3rd1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5,0,840,15,1,3,5.7619050000000005,1.1523809999999999,0.526087341,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4,7,180,35,1,3,5.7619050000000005,1.44047625,0.664350723,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3,-7,300,35,5,3,5.243243,1.7477476669999998,0.737964895,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,-7,1200,25,6,0,13.08867,4.36289,0.578811692,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8,-7,975,45,5,2,8.276163,1.034520375,0.5520444999999999,1,LONG3rd1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,7,180,25,7,1,10.717391000000001,1.0717391,0.25218222100000004,0,LONG1st0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,-7,1200,45,2,9,5.4195400000000005,5.4195400000000005,0.770953351,1,SHORT1st1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5,7,600,15,2,1,5.971223,1.1942446000000002,0.528053315,1,MED3rd1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,7,600,5,2,8,8.6,2.866666667,0.5384032679999999,1,SHORT1st1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3,-7,720,15,9,2,16.634615,5.544871667000001,0.609553021,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,-7,90,5,8,3,11.895105000000001,2.97377625,0.556564728,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4,-7,720,15,4,9,8.164835,2.04120875,0.548420978,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,-7,975,25,5,7,8.276163,1.034520375,0.36685665100000003,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,7,840,5,3,3,6.005976,1.501494,0.54556288,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6,7,900,25,1,1,5.277778,0.879629667,0.503312003,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
10,7,60,45,3,1,5.62,0.562,0.35488773799999995,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
9,-7,975,25,4,9,8.164835,0.907203889,0.268431403,0,LONG1st0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,0,120,45,9,9,15.638176999999999,2.234025286,0.43235009399999996,0,LONG3rd0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10,0,1050,35,5,7,8.276163,0.8276163000000001,0.32185562,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,7,300,35,1,9,6.430769000000001,1.60769225,0.818699605,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5,-7,720,45,9,9,15.638176999999999,3.1276354,0.31955529899999996,0,MED3rd0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11,0,120,25,6,7,13.196295999999998,1.1996632729999999,0.34964552,0,XLONG3rd0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
6,7,600,45,7,8,10.74,1.79,0.663108797,1,MED1st1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7,7,60,25,4,9,8.164835,1.166405,0.460368861,0,LONG3rd0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,-7,480,15,6,5,13.196295999999998,2.6392592,0.614418962,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
11,-7,30,35,5,5,8.276163,0.752378455,0.562622793,1,XLONG1st1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10,-7,720,35,8,1,12.42,1.242,0.489935282,0,LONG3rd0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
11,0,840,45,7,7,10.74,0.976363636,0.384590095,0,XLONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,-7,1050,45,4,3,8.164835,2.721611667,0.5946661329999999,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,-7,975,15,7,9,10.717391000000001,2.67934775,0.659873552,1,MED3rd1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5,0,120,45,5,9,8.276163,1.6552326000000002,0.372028814,0,MED1st0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,30,25,5,9,8.276163,8.276163,0.8145656840000001,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9,0,1050,25,4,2,8.164835,0.907203889,0.387070239,0,LONG3rd0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,7,1140,35,4,8,8.164835,8.164835,0.44718926200000003,0,SHORT1st0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6,-7,975,25,3,7,6.392523000000001,1.0654205,0.507451456,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,0,120,45,5,5,4.756098000000001,2.3780490000000003,0.7494068859999999,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
5,-7,1200,35,7,1,10.717391000000001,2.1434782,0.727441201,1,MED3rd1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
8,-7,300,25,5,2,4.756098000000001,0.59451225,0.5346505189999999,1,LONG3rd1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2,7,60,25,3,2,6.464789,3.2323945,0.674623855,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
8,0,120,25,6,7,13.196295999999998,1.6495369999999998,0.57361245,1,LONG1st1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
10,-7,840,25,7,1,10.717391000000001,1.0717391,0.592506647,1,LONG1st1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
11,-7,90,45,6,0,13.08867,1.1898790909999999,0.697880587,1,XLONG3rd1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11,0,480,35,5,5,8.276163,0.752378455,0.250960928,0,XLONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,7,720,35,8,5,13.416667000000002,1.4907407780000002,0.43359275799999997,0,LONG3rd0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8,7,1140,35,1,2,3.166667,0.395833375,0.502496548,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2,-7,1200,5,5,6,7.98,3.99,0.6754312579999999,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11,7,1140,35,4,2,8.164835,0.742257727,0.15518895,0,XLONG1st0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
